Depth CCSF-A (mcd),Al/Ti
309.45,1.011086475
309.47,1.165893271
309.49,1.24833887
309.51,1.257641921
309.53,1.286784141
309.55,1.373920945
309.57,1.238715278
309.59,1.364871194
309.608,1.229184926
309.628,1.412511333
309.648,1.158097686
309.668,1.163508153
309.688,1.425216947
309.708,1.174296514
309.728,1.287313433
309.748,1.233522479
309.768,1.42472119
309.788,1.234546994
309.808,1.42160804
309.828,1.131694791
309.848,1.196553139
309.868,1.022837888
309.888,1.220199393
309.908,1.078125
309.928,1.174609226
309.948,1.102474865
309.968,1.129748026
309.988,1.164075993
310.008,1.195898161
310.028,1.093202731
310.048,0.973535534
310.065,1.003456945
310.085,1.175102169
310.105,1.1988514
310.125,1.084090909
310.145,1.076091476
310.165,1.204284621
310.185,1.142488003
310.205,1.14698063
310.225,1.056940826
310.245,1.12834432
310.265,0.961058601
310.285,1.106252554
310.305,1.067054264
310.325,1.104436592
310.345,1.158886159
310.365,1.183657279
310.385,1.082307422
310.405,1.072533849
310.425,1.029808597
310.445,1.197087078
310.465,1.120163573
310.485,1.106159084
310.505,1.085817229
310.525,1.142238508
310.545,1.209703288
310.564,1.283136966
310.584,1.197008547
310.605,1.166529266
310.626,1.133054393
310.647,1.18173389
310.668,1.111020408
310.689,1.087711864
310.71,1.245292129
310.731,1.264545002
310.752,1.38329646
310.773,1.175381768
310.794,1.2146098
310.814,1.078294911
310.834,1.174053555
310.854,1.06372763
310.874,1.202
310.894,1.30549038
310.914,1.126944094
310.934,1.257575758
310.954,1.134078212
310.974,1.178129005
310.994,1.156786942
311.014,1.258823529
311.034,1.29601518
311.054,1.309081786
311.074,1.054649625
311.094,1.205616373
311.114,1.115654688
311.134,1.184980908
311.154,1.148837209
311.174,1.13853173
311.194,1.258731618
311.214,1.034319095
311.234,1.095161807
311.254,1.191764706
311.274,1.139591588
311.294,1.003140166
311.314,1.035423109
311.334,1.071166768
311.354,1.078035782
311.374,1.134051724
311.395,1.118104907
311.416,1.134088763
311.437,1.115396876
311.458,1.066473988
311.479,0.984563137
311.5,1.086757991
311.52,0.985502959
311.54,1.09136736
311.56,1.010066059
311.58,1.169562196
311.6,1.133831522
311.62,0.944323484
311.64,1.035753778
311.66,1.151245552
311.68,1.194133539
311.7,1.15077858
311.72,1.162835995
311.74,1.139410188
311.76,1.153530378
311.78,1.11982308
311.8,1.135523614
311.82,1.159836066
311.84,1.026371308
311.86,0.96485519
311.88,1.052097902
311.9,1.040145985
311.92,0.933541018
311.945,1.1082487
311.96,0.955129651
312.092,1.079747143
312.113,1.16970618
312.134,1.027291998
312.155,1.170566502
312.175,1.084634603
312.195,1.108278146
312.215,1.041825095
312.235,1.026762156
312.255,0.97621702
312.275,1.123963964
312.295,1.289819376
312.315,1.173601148
312.335,1.187250996
312.355,1.243101946
312.375,1.090974903
312.395,1.237899073
312.415,1.084861824
312.435,1.174845869
312.455,1.226659471
312.475,1.139586962
312.492,1.336442973
312.507,1.302984625
312.522,1.239689181
312.537,1.368055556
312.552,1.304628999
312.567,1.127687727
312.582,1.343544009
312.597,1.112710674
312.612,1.135154062
312.627,1.176362297
312.642,1.200374532
312.657,1.121908127
312.672,1.129064039
312.687,1.277120649
312.702,1.283123612
312.725,1.067536705
312.74,1.009038089
312.755,1.158363576
312.77,1.076626077
312.785,1.09160073
312.8,1.051502146
312.815,1.063598594
312.83,1.054157932
312.845,1.181044058
312.86,1.097525473
312.875,1.14706953
312.89,1.193328279
312.905,1.188490409
312.92,1.08819242
312.935,1.371512482
312.95,1.079671458
312.965,1.060873048
312.98,1.174874791
312.995,1.070363289
313.01,1.106210303
313.043,1.173373575
313.058,1.18157981
313.073,1.080178838
313.088,1.142981439
313.103,1.069447914
313.118,1.081637268
313.127,0.967882702
313.137,0.857800276
313.154,0.846869188
313.164,0.83598481
313.174,0.850689316
313.184,0.930792227
313.194,0.906895099
313.204,1.077292899
313.214,0.987288939
313.229,0.966292135
313.244,0.951303681
313.259,0.988799371
313.274,0.879640617
313.289,0.931107838
313.304,0.902633679
313.319,0.903021674
313.334,0.88792243
313.349,0.91886709
313.364,0.771094818
313.379,0.825927493
313.394,0.780848834
313.409,0.794653108
313.424,0.912154696
313.439,0.94542863
313.454,0.983174076
313.467,0.947953913
313.48,0.882887798
313.513,0.619848283
313.523,0.625780172
313.533,0.541474654
313.543,0.549084646
313.553,0.577408083
313.563,0.653271451
313.573,0.69028749
313.583,0.733374961
313.593,0.781018028
313.603,0.786116664
313.613,0.770821893
313.623,0.736867089
313.637,0.650251256
313.647,0.618888289
313.67,0.617385483
313.682,0.591850889
313.694,0.617918916
313.706,0.591919941
313.717,0.616514559
313.74,0.523327377
313.75,0.528559028
313.76,0.471797035
313.77,0.492565394
313.78,0.461026721
313.79,0.472471191
313.8,0.477165078
313.81,0.485454241
313.82,0.481673812
313.832,0.488414905
313.843,0.476547056
313.869,0.504997974
313.879,0.520111308
313.889,0.524376497
313.899,0.623384491
313.909,0.634494888
313.919,0.621122449
313.929,0.64358364
313.939,0.576865746
313.949,0.580966325
313.959,0.566059841
313.969,0.52741675
313.979,0.524768034
313.989,0.563065977
314,0.523897912
314.011,0.532134224
314.022,0.506236009
314.032,0.514720542
314.042,0.494425221
314.052,0.490245521
314.062,0.487827653
314.072,0.520358814
314.088,0.533666569
314.098,0.517253672
314.108,0.49542043
314.118,0.530340156
314.128,0.556265886
314.138,0.51532619
314.148,0.503218549
314.158,0.558527934
314.168,0.607546447
314.178,0.598145286
314.188,0.672477064
314.198,0.554446701
314.208,0.716596765
314.218,0.675760028
314.228,0.764020393
314.238,0.704851374
314.248,0.693637889
314.258,0.678180701
314.268,0.618001723
314.278,0.598085586
314.288,0.550283286
314.298,0.559457847
314.308,0.533130236
314.318,0.49724176
314.32,0.488963995
314.347,0.474978906
314.356,0.564421086
314.365,0.570182962
314.374,0.536864258
314.383,0.555044465
314.393,0.548389524
314.403,0.526094407
314.413,0.541770245
314.423,0.533280381
314.433,0.586408905
314.443,0.569159112
314.453,0.593863998
314.463,0.638896155
314.473,0.590192081
314.483,0.776536313
314.493,0.771361756
314.503,0.698601027
314.513,0.755461593
314.523,0.738065439
314.545,0.828555128
314.56,0.77973459
314.575,0.844392004
314.59,0.843100996
314.605,0.835709343
314.62,0.800328452
314.635,0.806185278
314.65,0.844011566
314.665,0.83124339
314.68,0.806888853
314.695,0.7587153
314.712,0.739009249
314.727,0.79463036
314.743,0.749452813
314.759,0.813795102
314.775,0.878322323
314.791,0.894647277
314.807,0.817242397
314.823,0.788625111
314.839,0.796386293
314.855,0.855332224
314.87,0.882804995
314.885,0.905585483
314.9,0.93414909
314.915,0.930597771
314.93,1.089842932
314.945,0.921676465
314.96,0.930986751
314.975,0.841902052
314.989,0.982900433
315.004,1.082071902
315.02,1.002767528
315.035,0.95961487
315.05,0.941699605
315.065,1.00459708
315.08,0.982954545
315.095,1.003224073
315.115,0.990140845
315.135,1.014803849
315.155,1.012173913
315.175,0.993977247
315.195,0.972222222
315.215,1.052439913
315.235,1.005021521
315.255,0.985311823
315.275,1.006163328
315.295,0.94539588
315.315,1.031162909
315.335,1.136096257
315.355,1.1050367
315.375,1.004300048
315.395,1.097135417
315.415,0.985267971
315.435,1.004251927
315.455,1.072570414
315.475,1.058971774
315.48,1.189797038
315.501,1.010672116
315.522,0.954783337
315.543,0.930987558
315.565,1.046961326
315.585,1.0066
315.606,1.025435897
315.627,0.957003137
315.657,1.066054329
315.677,0.953063629
315.697,1.060385972
315.717,1.031502423
315.737,1.086388634
315.757,1.10668348
315.777,0.982227488
315.797,0.961107298
315.817,0.909960853
315.837,0.996717172
315.857,1.01986602
315.877,0.99873833
315.897,0.968581477
315.917,0.902472216
315.937,0.987029556
315.957,0.925175625
315.977,0.877033361
315.997,0.812933598
316.017,0.889544315
316.037,0.929670668
316.057,0.929598123
316.077,0.994899694
316.097,0.959931799
316.117,0.916947791
316.137,0.849779628
316.157,0.799307958
316.178,0.89158443
316.199,0.911297852
316.22,0.927177754
317.285,0.396864892
317.305,0.488197147
317.325,0.536933265
317.345,0.52130957
317.365,0.407876231
317.385,0.382983107
317.405,0.335094207
317.425,0.334622525
317.435,0.266255741
317.445,0.25046504
317.455,0.221016949
317.474,0.215880036
317.494,0.56898677
317.504,0.542300195
317.514,0.599344978
317.524,0.607178912
317.534,0.534741975
317.544,0.447355746
317.554,0.434782609
317.572,0.441737754
317.603,0.170808398
317.613,0.234845273
317.623,0.20517792
317.633,0.219950514
317.643,0.243678161
317.653,0.251995089
317.663,0.296854734
317.673,0.258767945
317.683,0.245630609
317.694,0.28845761
317.707,0.273505976
317.725,0.28647631
317.74,0.25076623
317.755,0.298412179
317.77,0.270247657
317.788,0.327092335
317.81,0.369603524
318.06,0.773625778
318.085,0.683005656
318.1,0.771541262
318.115,0.684210526
318.159,0.478577203
318.22,0.724055476
318.24,0.715800101
318.26,0.679093567
318.28,0.704457364
318.3,0.711441593
318.39,0.649537513
318.41,0.58600377
318.43,0.60341556
318.45,0.601858146
318.47,0.608174771
318.49,0.613099772
318.51,0.591306348
318.525,0.588661037
318.54,0.586780679
318.56,0.576175869
318.58,0.527763882
318.6,0.575325325
318.62,0.572819932
318.64,0.60718843
318.66,0.633870006
318.68,0.603344006
318.7,0.551981919
318.713,0.941267688
318.731,0.970110034
318.75,0.899348189
318.77,0.639648836
318.79,0.798513986
318.81,0.93957012
318.83,0.970804369
318.85,0.983429826
318.87,0.95666878
318.89,0.976738934
318.91,1.005367163
318.93,0.98707776
318.95,0.976657941
318.97,0.991638796
318.99,1.010182876
319.01,0.946973955
319.03,0.963904993
319.05,0.922794827
319.07,1.023351086
319.09,0.996072757
319.11,0.949428055
319.13,0.957888121
319.15,0.977557756
319.17,1.074529667
319.19,0.976579761
319.21,0.947324589
319.23,0.94180547
319.25,1.008538109
319.27,0.883778156
319.29,0.940842068
319.31,0.996104126
319.33,0.963633288
319.35,0.922672278
319.37,0.893015612
319.39,0.93874477
319.41,0.940080829
319.43,0.953222639
319.45,0.943519731
319.47,0.967831064
319.49,0.982804504
319.51,0.980484799
319.53,0.921747967
319.55,0.969543147
319.57,0.977245022
319.59,0.956904808
319.61,0.842827509
319.63,0.866377977
319.65,0.918070096
319.67,0.813994911
319.69,0.84087667
319.71,0.869060773
319.73,0.8956566
319.75,0.928751895
319.77,0.952884116
319.79,0.865149137
319.81,0.909431605
319.83,0.849143515
319.85,0.863549618
319.87,0.897702128
319.89,0.85764742
319.91,0.881592631
319.93,0.858798337
319.95,0.850864198
319.97,0.907674175
319.99,0.869627136
320.01,0.885851683
320.03,0.854041165
320.05,0.940271763
320.07,0.903884539
320.09,0.937900017
320.11,0.95367555
320.13,0.942671508
320.15,0.931248823
320.17,0.975328293
320.192,0.919293581
320.212,0.948817292
320.232,0.940821536
320.252,0.908336878
320.272,0.790312198
320.292,0.841934934
320.312,0.798654774
320.332,0.786845311
320.352,0.76147382
320.372,0.873154164
320.392,0.852024688
320.412,0.906581004
320.432,0.871436354
320.452,0.849642005
320.472,1.045335085
320.492,0.891750653
320.512,0.874974834
320.532,0.940022297
320.552,0.900281812
320.572,0.974407384
320.592,0.966050623
320.612,0.935553169
320.632,0.957319428
320.652,0.891332059
320.672,0.904247336
320.692,0.893607706
320.712,0.952619664
320.732,0.869672536
320.752,0.891644909
320.772,0.914280186
320.792,0.902428541
320.812,0.952860412
320.832,1.027532745
320.852,0.94456873
320.872,0.997162023
320.892,1.073713491
320.912,1.031767581
320.932,1.013052744
320.952,1.016734143
320.972,0.984699454
320.992,1.049030787
321.012,0.976552092
321.032,0.9664903
321.052,0.974981783
321.072,0.983487616
321.092,0.944204981
321.112,0.982244318
321.132,0.967904631
321.152,0.967741935
321.172,1.014512785
321.192,0.988092661
321.212,0.915111749
321.232,0.99476554
321.252,0.946589318
321.272,0.939984258
321.292,0.939096267
321.312,0.997123485
321.332,0.977461447
321.352,0.906034991
321.372,1.006283134
321.392,0.927191679
321.412,0.929865667
321.432,0.868606702
321.452,0.861329426
321.472,0.842401993
321.492,0.819058824
321.512,0.8008829
321.532,0.797482014
321.552,0.834462851
321.572,0.874621267
321.592,0.825786858
321.612,0.89154633
321.632,0.884501327
321.652,0.865455665
321.672,0.843981701
321.694,0.925732046
321.725,0.312847608
321.744,0.464651023
321.763,0.503969466
321.815,0.176293457
321.835,0.212472806
321.855,0.233038715
321.875,0.191896869
321.893,0.201154843
321.915,0.236083557
321.957,0.314079835
321.98,0.30202456
322.047,0.327928395
322.067,0.343048444
322.087,0.307349666
322.107,0.278942571
322.127,0.247940218
322.147,0.284263114
322.167,0.399542633
322.187,0.360012219
322.21,0.317027952
322.232,0.26070862
322.252,0.275871572
322.272,0.319341943
322.292,0.341001353
322.312,0.341554438
322.332,0.422244094
322.352,0.427815571
322.372,0.426316828
322.392,0.415083477
322.412,0.291792738
322.432,0.360763268
322.452,0.349900596
322.472,0.260043668
322.492,0.282883642
322.512,0.30058268
322.532,0.318290735
322.552,0.230418944
322.574,0.249333333
322.596,0.251356994
322.614,0.219942643
322.632,0.289154059
322.65,0.322605965
322.668,0.288109756
322.687,0.328302557
322.706,0.340342679
322.726,0.27308984
322.746,0.489082087
322.764,0.500799361
322.782,0.4855919
322.8,0.520279449
322.818,0.510408327
322.836,0.582688391
322.855,0.519366197
322.874,0.484776592
322.894,0.384465177
322.916,0.38528602
322.938,0.289439031
322.96,0.30061953
323.044,0.64153067
323.06,0.567552209
323.116,0.289414917
323.136,0.33441911
323.156,0.33754243
323.176,0.346620451
323.196,0.367349885
323.216,0.348127396
323.233,0.2576203
323.265,0.832788347
323.285,0.844400547
323.305,0.863636364
323.325,0.89056188
323.345,0.830519806
323.365,0.912522361
323.385,0.863688619
323.405,0.759727626
323.425,0.729149463
323.445,0.747944635
323.465,0.766128146
323.485,0.890149724
323.505,0.94119706
323.525,0.893452915
323.545,0.888236408
323.565,0.945781914
323.585,0.925056349
323.605,0.96105014
323.625,0.944726811
323.645,0.886404834
323.665,0.945829926
323.685,0.921692905
323.705,0.957060281
323.725,0.987280436
323.745,0.928899083
323.765,0.920221169
323.785,0.987174183
323.805,0.918062563
323.825,0.992151338
323.845,0.938697318
323.865,0.917761382
323.885,0.906325614
323.905,0.884691849
323.925,0.91782625
323.945,0.886386386
323.965,0.901098901
323.985,0.863594041
324.005,0.839950754
324.025,0.882591751
324.045,0.850928793
324.065,0.873232569
324.085,0.876478722
324.105,0.842065643
324.125,0.896213658
324.145,0.833333333
324.165,0.84958417
324.185,0.851258894
324.205,0.843781525
324.225,0.788779731
324.245,0.795931182
324.265,0.791650709
324.285,0.775118392
324.305,0.732027972
324.325,0.783391561
324.345,0.666156202
324.36,0.77064355
324.38,0.713438309
324.4,0.720452086
324.42,0.767353579
324.44,0.775102599
324.46,0.781642117
324.48,0.785898169
324.5,0.800941592
324.52,0.813916094
324.54,0.845098338
324.56,0.879350348
324.58,0.885579937
324.6,0.895845084
324.622,0.86161273
324.75,0.858703438
324.75,0.884899683
324.75,0.973035439
324.75,0.910679265
324.75,0.876662636
324.75,0.970708846
324.75,0.937971655
324.75,0.893613139
324.75,0.932477679
324.75,0.94822992
324.75,0.937477347
324.75,0.874691576
324.75,0.957072206
324.75,0.932824712
324.75,0.881913569
324.75,0.935258415
324.75,0.934668663
324.75,0.946722086
324.75,0.974678831
324.75,0.934148636
324.75,0.963124054
324.76,0.932941176
324.76,0.942778758
324.76,0.999791275
324.76,0.921869088
324.76,0.903779406
324.76,0.925699645
324.76,0.93114241
324.76,0.939533027
324.76,1.009303287
324.76,0.937270797
324.76,0.932121447
324.76,0.924402664
324.76,0.926646403
324.76,0.932759969
324.76,0.936325885
324.76,0.942851493
324.76,0.934215804
324.76,0.914910075
324.76,0.913912527
324.76,0.8721887
324.76,0.957325747
324.77,0.911908646
324.77,0.880243161
324.77,0.906319854
324.77,0.863838384
324.77,0.887784679
324.77,0.918856904
324.77,0.873210634
324.77,0.908499475
324.77,0.900471989
324.77,0.845981232
324.77,0.897196262
324.77,0.861491318
324.77,0.865942786
324.77,0.901900674
324.77,0.876083014
324.77,0.919547454
324.77,0.901255955
324.77,0.973933649
324.77,0.929828373
324.77,0.79929715
324.77,0.876223491
324.78,0.868227135
324.78,0.894916024
324.78,0.91798256
324.78,1.010911736
324.78,0.885423579
324.78,0.982271203
324.78,0.969653179
324.78,0.912028725
324.78,0.962277251
324.78,0.898474846
324.78,0.941624365
324.78,1.004570604
324.78,0.896912004
324.78,0.969115583
324.78,0.949631742
324.78,0.975897921
324.78,0.921842769
324.78,0.929564193
324.78,0.894422768
324.78,0.897719725
324.78,0.911131682
324.793,0.941772152
324.793,0.87812363
324.793,0.860946746
324.793,0.953493976
324.793,0.892494051
324.793,0.931444241
324.793,0.903698535
324.793,0.879874496
324.793,0.933671119
324.793,0.865026596
324.793,0.959749337
324.793,0.924584188
324.793,0.935837611
324.793,0.888361582
324.793,0.899485113
324.793,0.896730552
324.793,0.835922537
324.793,0.905618477
324.793,0.913286713
324.793,0.890458596
324.793,0.909913888
324.813,0.883024558
324.833,0.898053171
324.853,0.84776699
324.873,0.905751766
324.893,0.923153892
324.913,0.960889255
324.933,1.016344725
324.953,1
324.973,0.980405878
324.993,1.077804878
325.013,0.953867028
325.033,0.934073252
325.053,0.984092395
325.073,1.001287001
325.093,0.953103717
325.113,0.956210037
325.133,0.922011385
325.153,0.88762421
325.173,0.944970071
325.193,0.933861038
325.213,0.869810987
325.233,0.881197682
325.253,0.905081776
325.273,0.797924631
325.293,0.79928418
325.313,0.791397849
325.333,0.851937984
325.353,0.835809377
325.373,0.900320256
325.393,0.890863846
325.418,0.756958393
325.439,0.809766022
325.46,0.835414863
325.48,0.828783495
325.5,0.84913406
325.52,0.81275
325.54,0.816603774
325.56,0.812006118
325.58,0.791554702
325.595,0.821206919
325.61,0.840871935
325.625,0.810293013
325.64,0.811441198
325.655,0.802247701
325.67,0.766744419
325.685,0.726173922
325.7,0.634899329
325.715,0.721009036
325.73,0.639185343
325.745,0.685794825
325.76,0.688405797
325.775,0.706823835
325.79,0.773936832
325.805,0.753094379
325.82,0.754003313
325.835,0.744307736
325.85,0.75368964
325.865,0.884005288
325.885,0.729701276
325.905,0.6968
325.925,0.794318036
325.945,0.809794372
325.965,0.755606905
325.985,0.784869286
326.005,0.816236722
326.025,0.845099936
326.045,0.78025074
326.065,0.823072234
326.085,0.794685617
326.105,0.794265911
326.125,0.777903044
326.145,0.86476557
326.165,0.788602046
326.185,0.868691818
326.205,0.887584432
326.222,0.688272695
326.242,0.673043478
326.262,0.604988662
326.282,0.539153915
326.302,0.571156721
326.322,0.539468568
326.342,0.512228077
326.362,0.471171406
326.382,0.470910248
326.402,0.417135007
326.422,0.362582781
326.442,0.446487377
326.462,0.469867502
326.482,0.457321615
326.502,0.467691432
326.522,0.513944892
326.542,0.474988867
326.562,0.52820122
326.582,0.45571486
326.602,0.381114754
326.622,0.398716774
326.642,0.418069815
326.662,0.464674635
326.682,0.449763429
326.702,0.340627699
326.722,0.434570313
326.742,0.394930499
326.762,0.396973897
326.782,0.415110565
326.802,0.38318234
326.822,0.358928325
326.84,0.299897907
326.872,0.311351163
326.886,0.289525261
326.82,0.559075832
326.84,0.3995116
326.86,0.329532095
326.88,0.314456204
326.9,0.358532272
326.922,0.325444484
326.944,0.350962773
326.966,0.282954268
326.986,0.304322361
327.006,0.2509563
327.026,0.39235226
327.046,0.419125127
327.066,0.324471711
327.086,0.431110608
327.096,0.497014003
327.115,0.230022831
327.135,0.204362926
327.155,0.213581768
327.175,0.159923803
327.195,0.242995642
327.215,0.222222222
327.235,0.227442207
327.255,0.230793287
327.275,0.233286629
327.295,0.192299644
327.315,0.22026199
327.335,0.177351329
327.355,0.226208061
327.375,0.233632863
327.395,0.26754226
327.41,0.246003661
327.43,0.249516908
327.445,0.222855839
327.46,0.168754049
327.48,0.191814545
327.5,0.245433903
327.52,0.210768885
327.543,0.278335725
327.563,0.263508419
327.583,0.25247093
327.603,0.306240092
327.623,0.26793494
327.643,0.346337105
327.663,0.279909707
327.683,0.283140081
327.703,0.245859292
327.723,0.284411164
327.743,0.254953765
327.763,0.261579297
327.783,0.260833677
327.803,0.252508143
327.823,0.302492607
327.843,0.247382382
327.863,0.272640219
327.883,0.260562523
327.903,0.23789213
327.92,0.254072049
326.922,0.647441105
326.937,0.615171343
326.95,0.616894102
326.97,0.652800954
326.99,0.683618118
327.01,0.699706673
327.03,0.700305144
327.048,0.675702131
327.945,0.431290108
327.965,0.329518548
327.985,0.324972588
328.005,0.374269765
328.025,0.317388652
328.045,0.324665091
328.065,0.294282632
328.085,0.25482588
328.105,0.281533804
328.125,0.270820156
328.145,0.237456533
328.165,0.304705215
328.185,0.291381176
328.205,0.26742028
328.225,0.263944413
328.245,0.376046651
328.265,0.421245421
328.285,0.36596218
328.305,0.370847704
328.325,0.359039379
328.345,0.380649718
328.365,0.398585294
328.385,0.414374895
328.395,0.434817978
328.42,0.333276913
328.44,0.382406471
328.46,0.417932032
328.48,0.428362097
328.5,0.388272132
328.52,0.437708484
328.54,0.425275533
328.56,0.418440827
328.59,0.399286409
328.61,0.406866077
328.63,0.436936198
328.65,0.314240255
328.67,0.424872292
328.69,0.4598678
328.71,0.446268073
328.73,0.445854017
328.75,0.513019391
328.77,0.499902818
328.79,0.442805823
328.81,0.34358047
328.83,0.44248281
328.85,0.382113821
328.87,0.486029272
328.89,0.445390071
328.91,0.473413026
328.93,0.415788427
328.95,0.522458629
328.97,0.433014802
328.99,0.448261924
329.01,0.450009486
329.03,0.473779385
329.05,0.442050209
329.07,0.396141479
329.09,0.471187175
329.11,0.442594216
329.13,0.515104741
329.155,0.495104584
329.175,0.488940383
329.195,0.435042735
329.215,0.403091061
329.235,0.431473167
329.255,0.444019471
329.275,0.502823795
329.295,0.448915872
329.315,0.493338268
329.335,0.488746569
329.355,0.464509739
329.375,0.449178128
329.395,0.622603431
329.415,0.674233637
329.46,0.868641439
329.48,0.723758804
329.5,0.773565034
329.52,0.744026704
329.54,0.829081633
329.56,0.825382035
329.58,0.82619225
329.6,0.824841342
329.62,0.839947829
329.64,0.787878788
329.66,0.847272727
329.68,0.817657118
329.705,0.889818404
329.72,0.807490637
329.74,0.831458457
329.76,0.793548387
329.78,0.781798043
329.8,0.864630623
329.81,0.761941154
329.84,0.837106571
329.86,0.87738049
329.88,0.855305466
329.9,0.824533046
329.92,0.789980732
329.94,0.839553604
329.96,0.85435133
329.98,0.762516531
330,0.90173913
330.02,0.914339308
330.045,0.891637702
330.06,0.871369295
330.08,0.795363576
330.1,0.850899281
330.12,0.810066786
330.14,0.81775851
330.16,0.766418835
330.18,0.725531915
330.2,0.769869514
330.22,0.747568523
330.235,0.737558548
330.26,0.664090909
330.28,0.718082655
330.3,0.730899256
330.43,0.782071097
330.45,0.720359281
330.47,0.751582278
330.49,0.69856254
330.51,0.730350426
330.53,0.699358733
330.55,0.694678836
330.57,0.744921392
330.59,0.761702849
330.61,0.787558265
330.63,0.784934882
330.65,0.768574024
330.67,0.815261044
330.69,0.789279869
330.71,0.806206206
330.73,0.813291139
330.75,0.819139966
330.77,0.753217103
330.79,0.782513878
330.81,0.681508018
330.83,0.745050783
330.85,0.71102791
330.87,0.709612938
330.89,0.718172983
330.91,0.687879313
330.93,0.725332458
330.95,0.72927796
330.97,0.708362614
330.99,0.744446419
331.01,0.727486013
331.03,0.830732293
331.05,0.714468864
331.07,0.791658148
331.09,0.782355479
331.11,0.790601244
331.13,0.732250677
331.14,0.818118305
331.16,0.8218958
331.17,0.768141991
331.19,0.834494774
331.21,0.851158206
331.23,0.847187656
331.25,0.772459165
331.27,0.863210943
331.29,0.833941214
331.31,0.783924262
331.33,0.774193548
331.35,0.726139009
331.37,0.732394366
331.39,0.760655738
331.41,0.672840421
331.43,0.713692372
331.45,0.740404336
331.49,0.974457216
331.51,0.916321204
331.53,0.989942778
331.55,0.893664438
331.57,0.856804173
331.59,0.765190365
331.61,0.833972515
331.63,0.852791014
331.65,0.799567172
331.665,0.849353373
331.7,0.615183867
331.71,0.895669291
331.73,0.852364237
331.75,0.825945946
331.77,0.892759438
331.79,0.782770325
331.81,0.832923833
331.83,0.902575037
331.85,0.897108164
331.87,0.883479899
331.89,0.953488372
331.91,0.869679916
331.93,0.867579909
331.95,0.909409594
331.97,0.4576
331.985,0.525236079
332.01,0.654336971
332.03,0.606674338
332.05,0.623993217
332.07,0.664033457
332.09,0.633401222
332.11,0.626840904
332.13,0.608906883
332.15,0.601351351
332.16,0.643315415
332.19,1.660287081
332.21,0.916317992
336.78,0.600359138
336.8,0.682175847
336.82,0.829590949
336.84,0.842212075
336.86,0.87673524
336.87,0.853344482
336.89,0.83892055
336.9,0.83123385
336.92,0.877866168
336.94,0.842150171
336.96,0.823715306
336.98,0.831284772
337.005,0.791052495
337.02,0.825146785
337.04,0.838061982
337.06,0.831764079
337.08,0.911282355
337.1,0.940581542
337.125,0.939233038
337.14,0.966042664
337.16,0.883036085
337.18,0.854712292
337.2,0.874030674
337.21,0.918983865
337.24,0.782126446
337.26,0.714285714
337.29,0.813813814
337.3,0.807617729
337.32,0.880476854
337.34,0.755136036
337.36,0.83217686
337.38,0.861677602
337.4,0.871349221
337.42,0.902952756
337.44,0.921396565
337.46,0.907959744
337.48,0.919132512
337.5,0.884319216
337.52,0.792089081
337.54,0.809819121
337.56,0.807096052
337.58,0.786649426
337.6,0.840088556
337.62,0.789145762
337.64,0.855440687
337.66,0.851145038
337.68,0.803918012
337.7,0.897453196
337.74,0.893284748
337.76,0.917542017
337.78,0.886633408
337.8,0.942179262
337.82,0.943886698
337.84,0.951232583
337.86,0.981885469
337.88,0.965369577
337.9,0.947897156
337.92,1.02768635
337.94,0.913622988
337.96,0.957784111
337.98,0.951861472
338,1.057050009
338.02,1.023677395
338.04,0.962792346
338.06,0.99623848
338.08,0.925080271
338.1,0.973731343
338.12,0.958476114
338.14,0.963316062
338.16,0.939217653
338.18,0.94343303
338.2,1.026713948
338.22,1.085020243
338.25,1.038743208
338.26,1.014737859
338.28,0.991389914
338.3,1.106332454
338.32,1.009408602
338.34,1.023107394
338.36,0.926741187
338.38,0.906794682
338.4,0.888548505
338.42,0.81166977
338.44,0.847078379
338.46,0.902638191
338.48,0.838015323
338.5,0.813490601
338.52,0.906485882
338.54,0.927644338
338.56,0.938852163
338.58,0.91414968
338.6,0.91658054
338.62,1.006707855
338.64,0.925203772
338.66,0.979565567
338.68,0.899116899
338.7,0.880959058
338.72,0.849951597
338.74,0.824878049
338.76,0.840413448
338.78,0.814945405
338.8,0.850685107
338.82,0.879450879
338.84,0.89718692
338.855,0.779557834
338.88,0.907428026
338.9,0.887423457
338.92,0.906865966
338.94,0.840558292
338.96,0.873180873
338.98,0.802242888
339,0.795589779
339.02,0.782222222
339.04,0.781878765
339.06,0.774758232
339.08,0.800219992
339.1,0.820216167
339.12,0.926800986
339.26,1.050772049
339.28,0.950788644
339.31,1.033782068
339.32,1.03026103
339.34,0.98946916
339.36,0.905064474
339.38,0.895753634
339.4,0.935564054
339.42,1.055863539
339.44,0.977731959
339.46,0.98420828
339.48,0.943539219
339.5,0.95513834
339.52,0.884068279
339.54,1.039313933
339.57,0.918699187
339.58,0.980323568
339.6,0.926370985
339.62,1.008200795
339.64,0.961742827
339.66,1.019756428
339.68,0.979560939
339.7,0.94402531
339.72,0.877565982
339.74,0.710011848
339.79,0.72019258
339.8,0.646716273
339.82,0.924091645
339.84,0.976940133
339.86,0.961764706
339.88,0.974145486
339.9,0.930177044
339.92,0.922355589
339.94,0.92469419
339.96,0.967169307
339.98,0.878561501
340,0.911191993
340.02,0.89989197
340.04,0.899039301
340.06,0.911450663
340.08,0.917318436
340.1,0.856013746
340.12,0.868977338
340.14,0.919628433
